1:ItNr	2:Metric	2:Metric0	2:Metric1	3a:Time	3b:StepSize	4:||Gradient0||	4:||Gradient1||	4:||Gradient||	Time0[ms]	Time1[ms]	Time[ms]
72	-1.132525	-1.192779	0.000121	36.936414	829.485060	0.003063	0.000006	0.004487	3.4	2.5	6.7
73	-1.161245	-1.219578	0.000117	37.197954	825.757386	0.002743	0.000006	0.004176	3.2	2.4	6.5
74	-1.161080	-1.218554	0.000115	37.583166	820.327639	0.002512	0.000006	0.003817	3.3	2.3	6.6
75	-1.154025	-1.212245	0.000116	37.232722	825.264364	0.002991	0.000006	0.004223	3.4	2.2	6.5
76	-1.131116	-1.189049	0.000116	37.712318	818.523130	0.002235	0.000006	0.003596	3.3	2.3	6.5
77	-1.179762	-1.237400	0.000115	38.403077	809.005069	0.001741	0.000006	0.003361	3.5	2.9	7.2
78	-1.139074	-1.196630	0.000115	38.509667	807.556026	0.003438	0.000006	0.004474	3.3	2.4	6.5
79	-1.163157	-1.222379	0.000118	39.032021	800.529273	0.001871	0.000006	0.003636	3.3	2.6	6.8
80	-1.150991	-1.208590	0.000115	39.292260	797.073962	0.001449	0.000006	0.003197	3.3	2.3	6.5
81	-1.178964	-1.235298	0.000113	39.530599	793.935480	0.001138	0.000006	0.003121	3.4	2.3	6.6
82	-1.188417	-1.244984	0.000113	40.305283	783.902912	0.000931	0.000006	0.003105	3.9	2.5	7.3
83	-1.161741	-1.220969	0.000118	40.667336	779.300571	0.001417	0.000006	0.003346	3.5	2.5	6.8
84	-1.147250	-1.204855	0.000115	41.321587	771.119481	0.001104	0.000006	0.003129	3.5	3.2	7.6
85	-1.133373	-1.192017	0.000117	41.642017	767.175006	0.001226	0.000006	0.003189	3.4	2.5	6.9
86	-1.143709	-1.202477	0.000118	42.253158	759.762701	0.001819	0.000006	0.003546	3.8	3.2	8.0
87	-1.179054	-1.235996	0.000114	42.612872	755.466442	0.002747	0.000006	0.003987	3.3	2.3	6.5
88	-1.174564	-1.232703	0.000116	41.982217	763.031103	0.002284	0.000006	0.003664	3.1	2.3	6.2
89	-1.145836	-1.202716	0.000114	41.350048	770.767491	0.001706	0.000006	0.003285	3.9	2.3	7.0
90	-1.138237	-1.197390	0.000118	41.852582	764.604871	0.003296	0.000006	0.004205	3.1	2.4	6.3
91	-1.139460	-1.198505	0.000118	41.222180	772.351432	0.000924	0.000006	0.003209	3.0	2.7	6.7
92	-1.185443	-1.243564	0.000116	41.795481	765.300137	0.001007	0.000006	0.003108	2.9	2.5	6.4
93	-1.165307	-1.221530	0.000112	42.367013	758.397588	0.000958	0.000006	0.002976	3.3	2.4	6.6
94	-1.171541	-1.229108	0.000115	42.819475	753.020771	0.002243	0.000006	0.003810	3.7	2.3	6.8
95	-1.162553	-1.219369	0.000114	42.480574	757.040886	0.001889	0.000006	0.003440	3.3	2.4	6.5
96	-1.151774	-1.209406	0.000115	43.478357	745.325911	0.000973	0.000006	0.003079	3.3	3.2	7.5
97	-1.151833	-1.209280	0.000115	44.171913	737.394193	0.002037	0.000006	0.003570	3.3	2.4	6.5
98	-1.166264	-1.225010	0.000117	43.783198	741.818734	0.002522	0.000006	0.003794	3.3	2.5	6.6
99	-1.155623	-1.212961	0.000115	44.602342	732.556017	0.002087	0.000006	0.003471	3.6	2.6	7.3
100	-1.159094	-1.217686	0.000117	43.969565	739.690809	0.000942	0.000006	0.003064	3.3	2.3	6.5
101	-1.165623	-1.222938	0.000115	44.129709	737.872023	0.000957	0.000006	0.002996	3.6	2.6	7.0
102	-1.147604	-1.204439	0.000114	44.628401	732.265135	0.001037	0.000006	0.003036	3.2	2.4	6.4
103	-1.175623	-1.234002	0.000117	44.922637	728.996783	0.001001	0.000006	0.003045	3.4	2.7	7.0
104	-1.151738	-1.208833	0.000114	44.911008	729.125402	0.001374	0.000006	0.003150	3.2	2.4	6.6
105	-1.131552	-1.189816	0.000117	45.564555	721.966674	0.001896	0.000006	0.003421	3.3	2.3	6.4
106	-1.164141	-1.222879	0.000117	45.602857	721.551478	0.003205	0.000006	0.004354	4.1	2.3	7.2
107	-1.152606	-1.210952	0.000117	46.084562	716.370331	0.000981	0.000006	0.002998	3.2	2.1	6.2
108	-1.194238	-1.251024	0.000114	46.819922	708.602848	0.000948	0.000006	0.003025	3.3	3.1	7.4
109	-1.172116	-1.229320	0.000114	47.399714	702.596356	0.000866	0.000006	0.003040	3.3	2.2	6.5
110	-1.186884	-1.244316	0.000115	48.026394	696.217599	0.002959	0.000006	0.004174	3.2	2.1	6.1
111	-1.140741	-1.198344	0.000115	48.236329	694.106560	0.000955	0.000006	0.003050	3.9	2.3	7.0
112	-1.166306	-1.222029	0.000111	49.046926	686.074218	0.000956	0.000006	0.003031	3.4	2.4	6.6
113	-1.146239	-1.203600	0.000115	49.622984	680.478043	0.002866	0.000006	0.004124	3.1	3.2	7.1
114	-1.166332	-1.224805	0.000117	49.488376	681.777520	0.002001	0.000006	0.003586	3.1	2.1	6.0
115	-1.162560	-1.220031	0.000115	50.488376	672.240622	0.001305	0.000006	0.003164	3.0	2.3	6.1
116	-1.159565	-1.216360	0.000114	50.210190	674.866757	0.001171	0.000006	0.003122	3.6	2.6	7.4
117	-1.131325	-1.187944	0.000113	49.851031	678.287802	0.001130	0.000006	0.003033	3.2	2.3	6.3
118	-1.133919	-1.192405	0.000117	50.674985	670.490414	0.002673	0.000006	0.003950	3.3	3.1	7.3
119	-1.161845	-1.219669	0.000116	50.978422	667.663848	0.001645	0.000006	0.003300	3.1	2.3	6.3
120	-1.139251	-1.197261	0.000116	50.345210	673.589586	0.000962	0.000006	0.003085	3.1	2.3	6.2
121	-1.162682	-1.219658	0.000114	50.787391	669.440549	0.001926	0.000006	0.003498	3.2	2.2	6.5
122	-1.156041	-1.212370	0.000113	51.179001	665.808467	0.000977	0.000006	0.003040	3.1	2.3	6.2
123	-1.154609	-1.212900	0.000117	51.278946	664.887811	0.002967	0.000006	0.004022	3.2	2.7	6.7
124	-1.194925	-1.251110	0.000112	51.804981	660.083825	0.001100	0.000006	0.003064	3.0	2.2	6.0
125	-1.177303	-1.235978	0.000117	52.344871	655.224957	0.001325	0.000006	0.003216	3.6	2.2	6.7
126	-1.195756	-1.251885	0.000112	52.673553	652.301783	0.001455	0.000006	0.003147	3.5	2.3	6.8
127	-1.170928	-1.230195	0.000119	52.917301	650.150768	0.000907	0.000006	0.003071	3.2	2.1	6.1
128	-1.164425	-1.221975	0.000115	53.616275	644.060432	0.001565	0.000006	0.003280	3.1	3.1	7.1
129	-1.153616	-1.210989	0.000115	53.666318	643.628767	0.001817	0.000006	0.003384	3.1	2.2	6.2
130	-1.147631	-1.204246	0.000113	53.162729	647.999218	0.003043	0.000006	0.004153	3.3	2.2	6.3
131	-1.153690	-1.208813	0.000110	53.574909	644.417684	0.000889	0.000006	0.002908	3.4	2.6	7.4
132	-1.161791	-1.219135	0.000115	54.460890	636.851624	0.000911	0.000006	0.002999	2.9	2.5	6.3
133	-1.175194	-1.231751	0.000113	55.095145	631.543450	0.001647	0.000006	0.003357	3.3	3.1	7.2
134	-1.156119	-1.213499	0.000115	55.179594	630.843346	0.002153	0.000006	0.003508	3.1	2.1	6.0
135	-1.183332	-1.239746	0.000113	55.214035	630.558270	0.001599	0.000006	0.003292	3.1	2.2	6.1
136	-1.166585	-1.225623	0.000118	55.899845	624.934808	0.001011	0.000006	0.003113	3.5	2.3	6.8
137	-1.193135	-1.251386	0.000117	56.183358	622.639278	0.001022	0.000006	0.003105	3.2	2.3	6.3
138	-1.168589	-1.226857	0.000117	56.836062	617.418060	0.002379	0.000006	0.003595	3.4	2.6	6.8
139	-1.152089	-1.210957	0.000118	57.028862	615.892491	0.001878	0.000006	0.003501	3.0	2.2	6.1
140	-1.172588	-1.230544	0.000116	57.891718	609.156339	0.002441	0.000006	0.003831	3.3	2.3	6.4
141	-1.151082	-1.210240	0.000118	58.882401	601.601722	0.000952	0.000006	0.003119	3.4	2.3	6.8
142	-1.162059	-1.219253	0.000114	59.070511	600.188379	0.000974	0.000006	0.003008	3.1	2.3	6.3
143	-1.182942	-1.240092	0.000114	59.445785	597.388544	0.001144	0.000006	0.003133	3.1	3.0	7.1
144	-1.176544	-1.233487	0.000114	59.978946	593.455366	0.003148	0.000006	0.004258	3.0	2.3	6.1
145	-1.181175	-1.237746	0.000113	60.459370	589.955340	0.003810	0.000006	0.004829	3.3	2.1	6.2
146	-1.161910	-1.218419	0.000113	61.459370	582.800843	0.001846	0.000006	0.003429	3.5	2.1	6.4
147	-1.167171	-1.223766	0.000113	61.707576	581.051853	0.001085	0.000006	0.003075	3.2	2.1	6.1
148	-1.174570	-1.230880	0.000113	62.280991	577.051129	0.002904	0.000006	0.004018	3.3	2.9	7.1
149	-1.156764	-1.215139	0.000117	62.029803	578.796868	0.001473	0.000006	0.003281	3.5	2.6	7.0
150	-1.169067	-1.226385	0.000115	62.780921	573.607804	0.001299	0.000006	0.003134	3.3	2.2	6.3
151	-1.159840	-1.216797	0.000114	63.716245	567.274793	0.000975	0.000006	0.003012	3.5	2.1	6.6
152	-1.164336	-1.222228	0.000116	63.536868	568.478479	0.001594	0.000006	0.003257	3.2	2.4	6.4
153	-1.161732	-1.217074	0.000111	64.156266	564.343555	0.002974	0.000006	0.004157	3.4	2.8	7.0
154	-1.143321	-1.199825	0.000113	64.334540	563.164575	0.001499	0.000006	0.003150	3.1	2.3	6.3
155	-1.138077	-1.196160	0.000116	65.257267	557.140187	0.002495	0.000006	0.003771	3.4	2.3	6.5
156	-1.127235	-1.183458	0.000112	64.626359	561.245282	0.001282	0.000006	0.003136	3.5	2.2	6.7
157	-1.164517	-1.224220	0.000119	65.003855	558.781815	0.002710	0.000006	0.003925	3.3	2.5	6.6
158	-1.161330	-1.219143	0.000116	65.636982	554.698342	0.002247	0.000006	0.003684	3.6	2.7	7.2
159	-1.173092	-1.228973	0.000112	66.560951	548.845002	0.001486	0.000006	0.003234	3.3	2.3	6.5
160	-1.158097	-1.214566	0.000113	67.403813	543.612188	0.001389	0.000006	0.003228	3.0	2.6	6.6
161	-1.189176	-1.245398	0.000112	67.668385	541.990140	0.000970	0.000006	0.003055	3.2	2.2	6.5
162	-1.166205	-1.222826	0.000113	67.581026	542.524650	0.001602	0.000006	0.003317	3.2	2.3	6.4
163	-1.163037	-1.219951	0.000114	67.907303	540.533664	0.002661	0.000006	0.003930	3.7	2.6	7.2
164	-1.127351	-1.185641	0.000117	68.752956	535.440753	0.001623	0.000006	0.003317	3.5	2.3	6.7
165	-1.138577	-1.194400	0.000112	68.672786	535.919449	0.002342	0.000006	0.003670	2.9	2.4	6.4
166	-1.153869	-1.211848	0.000116	69.157762	533.036633	0.001049	0.000006	0.003164	3.0	2.4	6.5
167	-1.163468	-1.221389	0.000116	69.285710	532.281244	0.002985	0.000006	0.004211	3.0	2.4	6.2
168	-1.176899	-1.232400	0.000111	69.602105	530.422448	0.001091	0.000006	0.002958	3.9	2.1	6.8
169	-1.149885	-1.206725	0.000114	70.535710	525.012478	0.002488	0.000006	0.003889	3.3	2.2	6.3
170	-1.150857	-1.208496	0.000115	70.754537	523.760370	0.000953	0.000006	0.003039	3.0	2.3	6.2
171	-1.145634	-1.203151	0.000115	71.096022	521.818304	0.004063	0.000006	0.004977	3.4	2.1	6.5
172	-1.176030	-1.233570	0.000115	71.553546	519.238779	0.001097	0.000006	0.003069	3.2	2.3	6.4
173	-1.154136	-1.210458	0.000113	72.348480	514.817058	0.000911	0.000006	0.002945	3.5	2.6	7.0
174	-1.170835	-1.227089	0.000113	72.612833	513.363271	0.000918	0.000006	0.002939	3.2	2.2	6.3
175	-1.150118	-1.208318	0.000116	73.122288	510.584592	0.002204	0.000006	0.003627	3.3	2.5	6.8
176	-1.186118	-1.242102	0.000112	73.880659	506.503542	0.001293	0.000006	0.003154	3.2	2.4	6.6
177	-1.127733	-1.184114	0.000113	74.334416	504.092775	0.002359	0.000006	0.003715	3.3	2.2	6.4
178	-1.177007	-1.235539	0.000117	74.155626	505.039922	0.002852	0.000006	0.004119	4.0	2.5	7.4
179	-1.144176	-1.199731	0.000111	74.887677	501.184213	0.000932	0.000006	0.003005	3.3	2.5	6.6
180	-1.185310	-1.241983	0.000113	74.858730	501.335563	0.001034	0.000006	0.002992	3.2	3.1	7.3
181	-1.152178	-1.209356	0.000114	74.861497	501.321089	0.002323	0.000006	0.003480	3.7	2.4	7.0
182	-1.162124	-1.220347	0.000116	75.040491	500.386759	0.002171	0.000006	0.003554	3.3	2.5	6.7
183	-1.155344	-1.211174	0.000112	75.594250	497.518126	0.003144	0.000006	0.004156	3.6	2.5	7.1
184	-1.173412	-1.229269	0.000112	75.579930	497.591891	0.001335	0.000006	0.003094	3.4	2.3	6.5
185	-1.145276	-1.204365	0.000118	76.038674	495.239560	0.002987	0.000006	0.004209	3.7	2.7	7.1
186	-1.170226	-1.226736	0.000113	75.755830	496.687281	0.001385	0.000006	0.003171	3.2	2.2	6.2
187	-1.163484	-1.219820	0.000113	76.751819	491.626559	0.002462	0.000006	0.003802	3.3	2.3	6.5
188	-1.137877	-1.194385	0.000113	76.943761	490.663110	0.001942	0.000006	0.003434	3.2	2.4	6.8
189	-1.181708	-1.238870	0.000114	77.606066	487.367481	0.000912	0.000006	0.003004	3.0	2.3	6.1
190	-1.152191	-1.209755	0.000115	77.959633	485.626197	0.000989	0.000006	0.003024	3.5	2.4	6.8
191	-1.170966	-1.229613	0.000117	78.125018	484.815953	0.002747	0.000006	0.003866	3.7	2.3	6.8
192	-1.185703	-1.243657	0.000116	78.010512	485.376644	0.000969	0.000006	0.003099	2.9	2.5	6.3
193	-1.197652	-1.253811	0.000112	78.995516	480.595453	0.000929	0.000006	0.003012	3.1	2.2	6.4
194	-1.132667	-1.190007	0.000115	79.406253	478.629453	0.000950	0.000006	0.002969	2.9	2.3	6.0
195	-1.163959	-1.220666	0.000113	79.414342	478.590899	0.002459	0.000006	0.003658	3.3	2.7	6.9
196	-1.168108	-1.225563	0.000115	79.920999	476.188213	0.001556	0.000006	0.003295	3.6	2.2	6.6
197	-1.179606	-1.237379	0.000116	80.774899	472.192954	0.003059	0.000006	0.004188	3.4	2.6	7.0
198	-1.160182	-1.219335	0.000118	81.771849	467.612393	0.002389	0.000006	0.003818	3.3	2.3	6.6
199	-1.163159	-1.218619	0.000111	82.595326	463.895353	0.002089	0.000006	0.003495	3.2	2.3	6.4
