1:ItNr	2:Metric	2:Metric0	3a:Time	3b:StepSize	4:||Gradient0||	4:||Gradient||	Time0[ms]	Time[ms]
187	-1.335164	-1.335164	0.000000	5200.116653	0.000692	0.000692	2.7	3.4
188	-1.364422	-1.364422	0.000000	5200.116653	0.001567	0.001567	1.9	2.4
189	-1.358362	-1.358362	0.000000	5200.116653	0.000699	0.000699	2.1	2.6
190	-1.369829	-1.369829	0.000000	5200.116653	0.000888	0.000888	1.9	2.4
191	-1.381802	-1.381802	0.000000	5200.116653	0.000806	0.000806	2.0	2.7
192	-1.365276	-1.365276	0.000000	5200.116653	0.000726	0.000726	3.0	3.8
193	-1.365445	-1.365445	0.000000	5200.116653	0.000696	0.000696	2.0	2.6
194	-1.339173	-1.339173	0.000000	5200.116653	0.000665	0.000665	1.9	2.5
195	-1.363486	-1.363486	0.000000	5200.116653	0.000726	0.000726	1.7	2.3
196	-1.376895	-1.376895	0.000000	5200.116653	0.001217	0.001217	1.7	2.5
197	-1.407578	-1.407578	0.000000	5200.116653	0.000833	0.000833	2.8	3.5
198	-1.340861	-1.340861	0.000000	5200.116653	0.001552	0.001552	1.9	2.5
199	-1.347587	-1.347587	0.525484	5073.170560	0.001333	0.001333	2.1	2.8
