1:ItNr	2:Metric	FS0:test:0	Time[ms]
120	-0.601323	-0.300000	0.5
121	-0.607251	-0.290000	0.5
122	-0.613420	-0.280000	0.5
123	-0.618237	-0.270000	0.5
124	-0.621691	-0.260000	0.5
125	-0.625221	-0.250000	0.6
126	-0.630928	-0.240000	0.6
127	-0.635838	-0.230000	0.6
128	-0.641972	-0.220000	0.6
129	-0.647950	-0.210000	0.5
130	-0.652289	-0.200000	0.6
131	-0.657058	-0.190000	0.6
132	-0.660211	-0.180000	0.6
133	-0.664811	-0.170000	0.6
134	-0.671192	-0.160000	0.6
135	-0.677577	-0.150000	0.6
136	-0.683150	-0.140000	0.6
137	-0.690259	-0.130000	0.6
138	-0.697614	-0.120000	0.7
139	-0.706423	-0.110000	0.6
140	-0.715720	-0.100000	0.6
141	-0.723464	-0.090000	0.6
142	-0.731038	-0.080000	0.6
143	-0.738295	-0.070000	0.6
144	-0.745601	-0.060000	0.6
145	-0.751274	-0.050000	0.6
146	-0.756310	-0.040000	0.6
147	-0.760734	-0.030000	0.6
148	-0.764455	-0.020000	0.6
149	-0.767778	-0.010000	0.6
150	-0.768580	0.000000	0.6
151	-0.772331	0.010000	0.6
152	-0.772142	0.020000	0.6
153	-0.770072	0.030000	0.6
154	-0.769340	0.040000	0.6
155	-0.767032	0.050000	0.7
156	-0.763665	0.060000	0.6
157	-0.758657	0.070000	0.6
158	-0.751627	0.080000	0.6
159	-0.741634	0.090000	0.7
160	-0.732851	0.100000	0.6
161	-0.724965	0.110000	0.6
162	-0.717609	0.120000	0.6
163	-0.709198	0.130000	0.6
164	-0.701851	0.140000	0.6
165	-0.691181	0.150000	0.6
166	-0.680257	0.160000	0.7
167	-0.669890	0.170000	0.6
168	-0.661823	0.180000	0.6
169	-0.652096	0.190000	0.6
170	-0.643243	0.200000	0.6
171	-0.633551	0.210000	0.5
172	-0.623618	0.220000	0.5
173	-0.610959	0.230000	0.5
174	-0.599792	0.240000	0.5
175	-0.589123	0.250000	0.5
176	-0.580374	0.260000	0.6
177	-0.573420	0.270000	0.6
178	-0.567092	0.280000	0.6
179	-0.562609	0.290000	0.5
180	-0.558354	0.300000	0.5
181	-0.555944	0.310000	0.5
182	-0.554690	0.320000	0.5
183	-0.551732	0.330000	0.5
184	-0.548493	0.340000	0.6
185	-0.547041	0.350000	0.5
186	-0.542613	0.360000	0.5
187	-0.538216	0.370000	0.6
188	-0.534929	0.380000	0.5
189	-0.530829	0.390000	0.5
190	-0.525195	0.400000	0.6
191	-0.519902	0.410000	0.5
192	-0.512575	0.420000	0.5
193	-0.507097	0.430000	0.5
194	-0.499749	0.440000	0.5
195	-0.492733	0.450000	0.5
196	-0.487754	0.460000	0.5
197	-0.483925	0.470000	0.6
198	-0.482457	0.480000	0.6
199	-0.482516	0.490000	0.5
200	-0.481799	0.500000	0.5
201	-0.481881	0.510000	0.5
202	-0.481392	0.520000	0.5
203	-0.479553	0.530000	0.5
204	-0.477658	0.540000	0.5
205	-0.474482	0.550000	0.5
206	-0.473143	0.560000	0.5
207	-0.471744	0.570000	0.5
208	-0.469977	0.580000	0.5
209	-0.465988	0.590000	0.5
210	-0.464517	0.600000	0.5
211	-0.461852	0.610000	0.5
212	-0.459011	0.620000	0.5
213	-0.456943	0.630000	0.5
214	-0.455054	0.640000	0.6
215	-0.453198	0.650000	0.5
216	-0.449338	0.660000	0.6
217	-0.447103	0.670000	0.5
218	-0.445555	0.680000	0.5
219	-0.444390	0.690000	0.5
220	-0.442305	0.700000	0.5
221	-0.439601	0.710000	0.5
222	-0.436482	0.720000	0.6
223	-0.435196	0.730000	0.5
224	-0.434071	0.740000	0.5
225	-0.434137	0.750000	0.6
226	-0.433959	0.760000	0.5
227	-0.431649	0.770000	0.5
228	-0.430535	0.780000	0.5
229	-0.428529	0.790000	0.5
230	-0.426894	0.800000	0.5
231	-0.426621	0.810000	0.5
232	-0.425966	0.820000	0.5
233	-0.428422	0.830000	0.5
234	-0.429471	0.840000	0.5
235	-0.431434	0.850000	0.5
236	-0.432813	0.860000	0.5
237	-0.433010	0.870000	0.5
238	-0.431003	0.880000	0.5
239	-0.428911	0.890000	0.5
240	-0.427133	0.900000	0.5
241	-0.424445	0.910000	0.5
242	-0.420006	0.920000	0.6
243	-0.416905	0.930000	0.5
244	-0.411718	0.940000	0.6
245	-0.407827	0.950000	0.5
246	-0.404651	0.960000	0.5
247	-0.403418	0.970000	0.5
248	-0.401967	0.980000	0.5
249	-0.400655	0.990000	0.5
250	-0.400093	1.000000	0.6
251	-0.400467	1.010000	0.6
252	-0.401198	1.020000	0.6
253	-0.400476	1.030000	0.6
254	-0.400610	1.040000	0.6
255	-0.399598	1.050000	0.5
256	-0.401433	1.060000	0.6
257	-0.401889	1.070000	0.5
258	-0.404167	1.080000	0.5
259	-0.407418	1.090000	0.6
260	-0.410623	1.100000	0.6
261	-0.413889	1.110000	0.6
262	-0.413641	1.120000	0.6
263	-0.411751	1.130000	0.6
264	-0.411560	1.140000	0.6
265	-0.407336	1.150000	0.6
266	-0.405416	1.160000	0.6
267	-0.403500	1.170000	0.6
268	-0.402374	1.180000	0.6
269	-0.402160	1.190000	0.6
270	-0.401425	1.200000	0.6
271	-0.402217	1.210000	0.6
272	-0.404523	1.220000	0.6
273	-0.406157	1.230000	0.6
274	-0.408810	1.240000	0.6
275	-0.411374	1.250000	0.6
276	-0.412781	1.260000	0.6
277	-0.414695	1.270000	0.6
278	-0.416667	1.280000	0.7
279	-0.419598	1.290000	0.5
280	-0.422663	1.300000	0.5
281	-0.424063	1.310000	0.5
282	-0.426033	1.320000	0.6
283	-0.427795	1.330000	0.6
284	-0.428686	1.340000	0.8
285	-0.429522	1.350000	0.6
286	-0.432541	1.360000	0.6
287	-0.432295	1.370000	0.6
288	-0.432489	1.380000	0.7
289	-0.431701	1.390000	0.9
290	-0.430570	1.400000	1.3
291	-0.430334	1.410000	1.3
292	-0.430858	1.420000	1.3
293	-0.432125	1.430000	1.3
294	-0.432911	1.440000	1.6
295	-0.432404	1.450000	1.2
296	-0.430217	1.460000	1.3
297	-0.429937	1.470000	1.2
298	-0.428694	1.480000	1.3
299	-0.427843	1.490000	1.3
300	-0.427979	1.500000	1.3
