1:ItNr	2:Metric	FS0:test:0	Time[ms]
181	-0.537595	0.310000	0.6
182	-0.528748	0.320000	0.6
183	-0.520509	0.330000	0.6
184	-0.516263	0.340000	0.6
185	-0.511528	0.350000	0.6
186	-0.509204	0.360000	0.6
187	-0.509950	0.370000	0.6
188	-0.510665	0.380000	0.7
189	-0.510854	0.390000	0.6
190	-0.509234	0.400000	0.8
191	-0.505479	0.410000	0.7
192	-0.503606	0.420000	0.6
193	-0.500294	0.430000	0.6
194	-0.499502	0.440000	0.5
195	-0.498530	0.450000	0.5
196	-0.495233	0.460000	0.5
197	-0.489049	0.470000	0.6
198	-0.487435	0.480000	0.6
199	-0.487144	0.490000	0.6
200	-0.482817	0.500000	0.6
201	-0.474416	0.510000	0.5
202	-0.466439	0.520000	0.6
203	-0.460377	0.530000	0.6
204	-0.455499	0.540000	0.5
205	-0.447985	0.550000	0.5
206	-0.441534	0.560000	0.5
207	-0.435201	0.570000	0.5
208	-0.433334	0.580000	0.5
209	-0.430586	0.590000	0.5
210	-0.429053	0.600000	0.5
211	-0.427036	0.610000	0.5
212	-0.426902	0.620000	0.6
213	-0.424443	0.630000	0.6
214	-0.423580	0.640000	0.6
215	-0.424403	0.650000	0.7
216	-0.424083	0.660000	0.6
217	-0.423301	0.670000	0.7
218	-0.419055	0.680000	0.6
219	-0.417733	0.690000	0.6
220	-0.417982	0.700000	0.5
221	-0.420326	0.710000	0.5
222	-0.421689	0.720000	0.5
223	-0.419783	0.730000	0.5
224	-0.417113	0.740000	0.6
225	-0.413391	0.750000	0.6
226	-0.411613	0.760000	0.5
227	-0.410871	0.770000	0.5
228	-0.410433	0.780000	0.5
229	-0.411431	0.790000	0.5
230	-0.413902	0.800000	0.5
231	-0.416923	0.810000	0.5
232	-0.416391	0.820000	0.6
233	-0.415737	0.830000	0.6
234	-0.417472	0.840000	0.6
235	-0.416566	0.850000	0.6
236	-0.415924	0.860000	0.5
237	-0.414906	0.870000	0.5
238	-0.413752	0.880000	0.5
239	-0.410781	0.890000	0.5
240	-0.407607	0.900000	0.5
241	-0.403599	0.910000	0.5
242	-0.401675	0.920000	0.5
243	-0.396804	0.930000	0.6
244	-0.392743	0.940000	0.6
245	-0.389072	0.950000	0.7
246	-0.386248	0.960000	0.6
247	-0.386577	0.970000	0.6
248	-0.387731	0.980000	0.6
249	-0.389517	0.990000	0.6
250	-0.394092	1.000000	0.6
251	-0.396877	1.010000	0.5
252	-0.397440	1.020000	0.5
253	-0.400302	1.030000	0.5
254	-0.399693	1.040000	0.6
255	-0.400351	1.050000	0.6
256	-0.400633	1.060000	0.5
257	-0.400439	1.070000	0.6
258	-0.398467	1.080000	0.6
259	-0.398754	1.090000	0.5
260	-0.399662	1.100000	0.6
261	-0.397913	1.110000	0.6
262	-0.395250	1.120000	0.5
263	-0.392459	1.130000	0.6
264	-0.389646	1.140000	0.6
265	-0.389324	1.150000	0.6
266	-0.391967	1.160000	0.6
267	-0.396912	1.170000	0.6
268	-0.404725	1.180000	0.6
269	-0.410959	1.190000	0.6
270	-0.414779	1.200000	0.6
271	-0.416356	1.210000	0.6
272	-0.417330	1.220000	0.7
273	-0.415508	1.230000	0.7
274	-0.411897	1.240000	0.6
275	-0.409262	1.250000	0.6
276	-0.406758	1.260000	0.6
277	-0.406129	1.270000	0.6
278	-0.408160	1.280000	0.6
279	-0.407653	1.290000	0.6
280	-0.406288	1.300000	0.6
281	-0.405772	1.310000	0.6
282	-0.405817	1.320000	0.6
283	-0.403933	1.330000	0.6
284	-0.402943	1.340000	0.6
285	-0.401208	1.350000	0.6
286	-0.403328	1.360000	0.6
287	-0.404636	1.370000	0.6
288	-0.407565	1.380000	0.6
289	-0.407146	1.390000	0.6
290	-0.412554	1.400000	0.6
291	-0.415536	1.410000	0.6
292	-0.419485	1.420000	0.6
293	-0.423271	1.430000	0.6
294	-0.424172	1.440000	0.6
295	-0.425659	1.450000	0.6
296	-0.426329	1.460000	0.6
297	-0.426081	1.470000	0.6
298	-0.427746	1.480000	0.7
299	-0.426839	1.490000	0.7
300	-0.424742	1.500000	0.7
